Rk,Team,Date,TD,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C
2712,ARI,2009-10-25,1,Sun,6,7,@,NYG,W 24-17,20,36,16,55.6,216,1,1,2.8,2.8,72.8,2,15,5.26,6.0,5.68,5.31,5.03,10.8
2713,NOR,2009-10-25,1,Sun,6,7,@,MIA,W 46-34,22,38,16,57.9,276,1,3,2.6,7.9,58.9,5,22,11.63,7.3,6.42,4.24,3.74,12.5
2714,NYJ,2009-10-25,1,Sun,7,7,@,OAK,W 38-0,9,16,7,56.3,131,1,0,6.3,0.0,107.0,1,12,5.88,8.2,7.71,9.44,8.88,14.6
2715,BUF,2009-10-18,1,Sun,6,6,@,NYJ,W 16-13 (OT),15,30,15,50.0,154,1,1,3.3,3.3,63.1,1,5,3.23,5.1,4.97,4.30,4.16,10.3
2716,CAR,2009-10-18,1,Sun,5,6,@,TAM,W 28-21,9,17,8,52.9,55,1,2,5.9,11.8,42.2,1,10,5.56,3.2,3.06,-0.88,-0.83,6.1
2717,CLE,2009-10-18,1,Sun,6,6,@,PIT,L 14-27,9,26,17,34.6,106,1,2,3.8,7.7,31.3,2,16,7.14,4.1,3.79,1.38,1.29,11.8
2718,STL,2009-10-18,1,Sun,6,6,@,JAX,L 20-23 (OT),22,34,12,64.7,207,1,1,2.9,2.9,79.7,1,6,2.86,6.1,5.91,5.35,5.20,9.4
2719,NYJ,2009-10-12,1,Mon,5,5,@,MIA,L 27-31,12,24,12,50.0,171,1,0,4.2,0.0,87.5,1,1,4.00,7.1,6.84,7.96,7.64,14.3
2720,CIN,2009-10-11,1,Sun,5,5,@,BAL,W 17-14,18,31,13,58.1,261,1,1,3.2,3.2,84.2,1,10,3.13,8.4,8.16,7.61,7.38,14.5
2721,MIN,2009-10-11,1,Sun,5,5,@,STL,W 38-10,21,27,6,77.8,288,1,1,3.7,3.7,109.9,2,12,6.90,10.7,9.93,9.74,9.07,13.7
2722,WAS,2009-10-11,1,Sun,5,5,@,CAR,L 17-20,17,23,6,73.9,124,1,0,4.3,0.0,104.4,5,21,17.86,5.4,4.43,6.26,5.14,7.3
2723,BUF,2009-10-04,1,Sun,4,4,@,MIA,L 10-38,14,26,12,53.8,160,1,3,3.8,11.5,51.0,6,32,18.75,6.2,5.00,1.73,1.41,11.4
2724,DET,2009-10-04,1,Sun,4,4,@,CHI,L 24-48,30,47,17,63.8,308,1,1,2.1,2.1,84.5,5,42,9.62,6.6,5.92,6.02,5.44,10.3
2725,TEN,2009-10-04,1,Sun,4,4,@,JAX,L 17-37,29,48,19,60.4,284,1,2,2.1,4.2,66.7,0,0,0.00,5.9,5.92,4.46,4.46,9.8
2726,SEA,2009-10-04,1,Sun,4,4,@,IND,L 17-34,33,45,12,73.3,230,1,0,2.2,0.0,94.4,5,27,10.00,5.1,4.60,5.56,5.00,7.0
2727,TAM,2009-10-04,1,Sun,4,4,@,WAS,L 13-16,13,22,9,59.1,100,1,1,4.5,4.5,67.6,3,6,12.00,4.5,4.00,3.41,3.00,7.7
2728,CAR,2009-09-28,1,Mon,3,3,@,DAL,L 7-21,22,33,11,66.7,198,1,2,3.0,6.1,70.3,3,22,8.33,6.0,5.50,3.88,3.56,9.0
2729,DEN,2009-09-27,1,Sun,3,3,@,OAK,W 23-3,13,23,10,56.5,157,1,0,4.3,0.0,92.1,0,0,0.00,6.8,6.83,7.70,7.70,12.1
2730,TEN,2009-09-27,1,Sun,3,3,@,NYJ,L 17-24,15,37,22,40.5,159,1,2,2.7,5.4,41.5,2,11,5.13,4.3,4.08,2.41,2.28,10.6
2731,PIT,2009-09-27,1,Sun,3,3,@,CIN,L 20-23,22,31,9,71.0,271,1,1,3.2,3.2,95.6,1,5,3.13,8.7,8.47,7.94,7.69,12.3
2732,CAR,2009-09-20,1,Sun,2,2,@,ATL,L 20-28,25,41,16,61.0,296,1,1,2.4,2.4,82.2,1,12,2.38,7.2,7.05,6.61,6.45,11.8
2733,PIT,2009-09-20,1,Sun,2,2,@,CHI,L 14-17,23,35,12,65.7,203,1,1,2.9,2.9,80.8,2,18,5.41,5.8,5.49,5.09,4.81,8.8
2734,STL,2009-09-20,1,Sun,2,2,@,WAS,L 7-9,15,28,13,53.6,119,1,0,3.6,0.0,77.2,1,6,3.45,4.3,4.10,4.96,4.79,7.9
2735,SEA,2009-09-20,1,Sun,2,2,@,SFO,L 10-23,25,41,16,61.0,217,1,1,2.4,2.4,73.6,1,7,2.38,5.3,5.17,4.68,4.57,8.7
2736,SDG,2009-09-14,1,Mon,1,1,@,OAK,W 24-20,24,36,12,66.7,240,1,1,2.8,2.8,84.5,3,12,7.69,6.7,6.15,5.97,5.51,10.0
2737,CHI,2009-09-13,1,Sun,1,1,@,GNB,L 15-21,17,36,19,47.2,266,1,4,2.8,11.1,43.2,2,11,5.26,7.4,7.00,2.94,2.79,15.6
2738,DEN,2009-09-13,1,Sun,1,1,@,CIN,W 12-7,17,28,11,60.7,227,1,0,3.6,0.0,100.7,3,16,9.68,8.1,7.32,8.82,7.97,13.4
2739,MIA,2009-09-13,1,Sun,1,1,@,ATL,L 7-19,21,30,9,70.0,163,1,1,3.3,3.3,82.1,4,13,11.76,5.4,4.79,4.60,4.06,7.8
2740,MIN,2009-09-13,1,Sun,1,1,@,CLE,W 34-20,14,22,8,63.6,85,1,0,4.5,0.0,91.1,4,25,15.38,3.9,3.27,4.77,4.04,6.1
2741,NYJ,2009-09-13,1,Sun,1,1,@,HOU,W 24-7,18,31,13,58.1,272,1,1,3.2,3.2,84.3,0,0,0.00,8.8,8.77,7.97,7.97,15.1
2742,SFO,2009-09-13,1,Sun,1,1,@,ARI,W 20-16,18,31,13,58.1,182,1,0,3.2,0.0,89.3,4,27,11.43,5.9,5.20,6.52,5.77,10.1
2743,WAS,2009-09-13,1,Sun,1,1,@,NYG,L 17-23,19,26,7,73.1,187,1,1,3.8,3.8,93.6,3,24,10.34,7.2,6.45,6.23,5.59,9.8
2744,TEN,2009-09-10,1,Thu,1,1,@,PIT,L 10-13 (OT),22,35,13,62.9,234,1,1,2.9,2.9,81.1,1,10,2.78,6.7,6.50,5.97,5.81,10.6
2745,CIN,2022-01-22,0,Sat,2,20,@,TEN,W 19-16,28,37,9,75.7,280,0,1,0.0,2.7,93.1,9,68,19.57,7.6,6.09,6.35,5.11,10.0
2746,SFO,2022-01-22,0,Sat,2,20,@,GNB,W 13-10,11,19,8,57.9,106,0,1,0.0,5.3,57.1,4,25,17.39,5.6,4.61,3.21,2.65,9.6
2747,ARI,2022-01-17,0,Mon,1,19,@,LAR,L 11-34,19,34,15,55.9,122,0,2,0.0,5.9,40.9,2,15,5.56,3.6,3.39,0.94,0.89,6.4
2748,SFO,2022-01-16,0,Sun,1,19,@,DAL,W 23-17,16,25,9,64.0,172,0,1,0.0,4.0,67.4,0,0,0.00,6.9,6.88,5.08,5.08,10.8
2749,WAS,2022-01-09,0,Sun,17,18,@,NYG,W 22-7,9,18,9,50.0,99,0,0,0.0,0.0,71.5,3,21,14.29,5.5,4.71,5.50,4.71,11.0
2750,ATL,2022-01-02,0,Sun,16,17,@,BUF,L 15-29,13,23,10,56.5,169,0,0,0.0,0.0,84.9,5,28,17.86,7.3,6.04,7.35,6.04,13.0
2751,CAR,2022-01-02,0,Sun,16,17,@,NOR,L 10-18,17,26,9,65.4,90,0,1,0.0,3.8,61.7,7,42,21.21,3.5,2.73,1.73,1.36,5.3
2752,MIA,2022-01-02,0,Sun,16,17,@,TEN,L 3-34,18,39,21,46.2,182,0,1,0.0,2.6,51.8,4,23,9.30,4.7,4.23,3.51,3.19,10.1
2753,NYG,2022-01-02,0,Sun,16,17,@,CHI,L 3-29,4,11,7,36.4,-6,0,2,0.0,18.2,5.3,4,30,26.67,-0.5,-0.40,-8.73,-6.40,-1.5
2754,PHI,2022-01-02,0,Sun,16,17,@,WAS,W 20-16,17,26,9,65.4,212,0,0,0.0,0.0,90.9,1,2,3.70,8.2,7.85,8.15,7.85,12.5
2755,DEN,2021-12-26,0,Sun,15,16,@,LVR,L 13-17,15,22,7,68.2,140,0,0,0.0,0.0,87.9,2,13,8.33,6.4,5.83,6.36,5.83,9.3
2756,JAX,2021-12-26,0,Sun,15,16,@,NYJ,L 21-26,26,39,13,66.7,252,0,0,0.0,0.0,87.6,1,28,2.50,6.5,6.30,6.46,6.30,9.7
2757,SEA,2021-12-21,0,Tue,14,15,@,LAR,L 10-20,17,31,14,54.8,134,0,1,0.0,3.2,55.3,3,22,8.82,4.3,3.94,2.87,2.62,7.9
2758,WAS,2021-12-21,0,Tue,14,15,@,PHI,L 17-27,20,31,11,64.5,174,0,0,0.0,0.0,81.9,2,20,6.06,5.6,5.27,5.61,5.27,8.7
2759,NOR,2021-12-19,0,Sun,14,15,@,TAM,W 9-0,13,27,14,48.1,151,0,0,0.0,0.0,66.0,2,3,6.90,5.6,5.21,5.59,5.21,11.6
2760,NYJ,2021-12-19,0,Sun,14,15,@,MIA,L 24-31,13,24,11,54.2,126,0,0,0.0,0.0,76.7,6,44,20.00,5.3,4.20,5.25,4.20,9.7
2761,TEN,2021-12-19,0,Sun,14,15,@,PIT,L 13-19,23,32,9,71.9,117,0,1,0.0,3.1,68.9,4,36,11.11,3.7,3.25,2.25,2.00,5.1
2762,JAX,2021-12-12,0,Sun,13,14,@,TEN,L 0-20,24,40,16,60.0,184,0,4,0.0,10.0,35.5,3,37,6.98,4.6,4.28,0.10,0.09,7.7
2763,NOR,2021-12-12,0,Sun,13,14,@,NYJ,W 30-9,15,21,6,71.4,141,0,0,0.0,0.0,96.3,3,34,12.50,6.7,5.88,6.71,5.88,9.4
2764,NWE,2021-12-06,0,Mon,13,13,@,BUF,W 14-10,2,3,1,66.7,19,0,0,0.0,0.0,84.0,0,0,0.00,6.3,6.33,6.33,6.33,9.5
2765,JAX,2021-12-05,0,Sun,12,13,@,LAR,L 7-37,16,28,12,57.1,136,0,0,0.0,0.0,71.3,2,9,6.67,4.9,4.53,4.86,4.53,8.5
2766,NYG,2021-12-05,0,Sun,12,13,@,MIA,L 9-20,23,44,21,52.3,159,0,1,0.0,2.3,53.9,3,28,6.38,3.6,3.38,2.59,2.43,6.9
2767,CAR,2021-11-28,0,Sun,12,12,@,MIA,L 10-33,10,31,21,32.3,134,0,3,0.0,9.7,13.4,5,45,13.89,4.3,3.72,-0.03,-0.03,13.4
2768,NYJ,2021-11-28,0,Sun,11,12,@,HOU,W 21-14,14,24,10,58.3,109,0,1,0.0,4.2,58.5,4,36,14.29,4.5,3.89,2.67,2.29,7.8
2769,PHI,2021-11-28,0,Sun,12,12,@,NYG,L 7-13,14,31,17,45.2,124,0,3,0.0,9.7,17.5,1,5,3.13,4.0,3.88,-0.35,-0.34,8.9
2770,DAL,2021-11-21,0,Sun,10,11,@,KAN,L 9-19,28,43,15,65.1,194,0,2,0.0,4.7,57.9,5,22,10.42,4.5,4.04,2.42,2.17,6.9
2771,DET,2021-11-21,0,Sun,10,11,@,CLE,L 10-13,15,23,8,65.2,77,0,2,0.0,8.7,34.1,0,0,0.00,3.3,3.35,-0.57,-0.57,5.1
2772,HOU,2021-11-21,0,Sun,10,11,@,TEN,W 22-13,14,24,10,58.3,107,0,0,0.0,0.0,69.3,0,0,0.00,4.5,4.46,4.46,4.46,7.6
2773,BAL,2021-11-21,0,Sun,10,11,@,CHI,W 16-13,26,36,10,72.2,176,0,1,0.0,2.8,76.0,6,43,14.29,4.9,4.19,3.64,3.12,6.8
2774,ATL,2021-11-14,0,Sun,9,10,@,DAL,L 3-43,10,27,17,37.0,111,0,3,0.0,11.1,13.6,2,20,6.90,4.1,3.83,-0.89,-0.83,11.1
2775,DET,2021-11-14,0,Sun,9,10,@,PIT,T 16-16 (OT),14,25,11,56.0,77,0,0,0.0,0.0,67.7,4,37,13.79,3.1,2.66,3.08,2.66,5.5
2776,JAX,2021-11-14,0,Sun,9,10,@,IND,L 17-23,16,35,19,45.7,152,0,0,0.0,0.0,59.5,3,10,7.89,4.3,4.00,4.34,4.00,9.5
2777,SEA,2021-11-14,0,Sun,9,10,@,GNB,L 0-17,20,40,20,50.0,133,0,2,0.0,5.0,39.7,3,28,6.98,3.3,3.09,1.08,1.00,6.7
2778,BUF,2021-11-07,0,Sun,8,9,@,JAX,L 6-9,31,47,16,66.0,229,0,2,0.0,4.3,62.7,4,35,7.84,4.9,4.49,2.96,2.73,7.4
2779,HOU,2021-11-07,0,Sun,9,9,@,MIA,L 9-17,24,44,20,54.5,199,0,3,0.0,6.8,41.9,5,41,10.20,4.5,4.06,1.45,1.31,8.3
2780,CAR,2021-10-31,0,Sun,8,8,@,ATL,W 19-13,13,25,12,52.0,129,0,0,0.0,0.0,66.9,0,0,0.00,5.2,5.16,5.16,5.16,9.9
2781,MIA,2021-10-31,0,Sun,8,8,@,BUF,L 11-26,21,39,18,53.8,194,0,1,0.0,2.6,58.2,2,11,4.88,5.0,4.73,3.82,3.63,9.2
2782,NWE,2021-10-31,0,Sun,8,8,@,LAC,W 27-24,18,35,17,51.4,210,0,0,0.0,0.0,70.8,1,7,2.78,6.0,5.83,6.00,5.83,11.7
2783,PHI,2021-10-31,0,Sun,8,8,@,DET,W 44-6,11,16,5,68.8,114,0,0,0.0,0.0,89.1,0,0,0.00,7.1,7.13,7.13,7.13,10.4
2784,SFO,2021-10-31,0,Sun,7,8,@,CHI,W 33-22,17,28,11,60.7,322,0,0,0.0,0.0,100.6,0,0,0.00,11.5,11.50,11.50,11.50,18.9
2785,CAR,2021-10-24,0,Sun,7,7,@,NYG,L 3-25,19,39,20,48.7,117,0,1,0.0,2.6,47.5,6,28,13.33,3.0,2.60,1.85,1.60,6.2
2786,CHI,2021-10-24,0,Sun,7,7,@,TAM,L 3-38,22,32,10,68.8,168,0,3,0.0,9.4,44.3,4,16,11.11,5.3,4.67,1.03,0.92,7.6
2787,HOU,2021-10-24,0,Sun,7,7,@,ARI,L 5-31,23,32,9,71.9,118,0,0,0.0,0.0,79.6,2,17,5.88,3.7,3.47,3.69,3.47,5.1
2788,KAN,2021-10-24,0,Sun,7,7,@,TEN,L 3-27,31,51,20,60.8,257,0,1,0.0,2.0,68.1,4,31,7.27,5.0,4.67,4.16,3.85,8.3
2789,HOU,2021-10-17,0,Sun,6,6,@,IND,L 3-31,29,43,14,67.4,229,0,2,0.0,4.7,62.5,2,14,4.44,5.3,5.09,3.23,3.09,7.9
2790,DET,2021-10-10,0,Sun,5,5,@,MIN,L 17-19,21,35,14,60.0,180,0,1,0.0,2.9,64.3,4,23,10.26,5.1,4.62,3.86,3.46,8.6
2791,NYJ,2021-10-10,0,Sun,5,5,@,ATL,L 20-27,19,32,13,59.4,166,0,1,0.0,3.1,63.5,2,26,5.88,5.2,4.88,3.78,3.56,8.7
2792,PHI,2021-10-10,0,Sun,5,5,@,CAR,W 21-18,22,37,15,59.5,182,0,1,0.0,2.7,62.7,2,16,5.13,4.9,4.67,3.70,3.51,8.3
2793,SFO,2021-10-10,0,Sun,5,5,@,ARI,L 10-17,15,29,14,51.7,186,0,1,0.0,3.4,58.4,2,6,6.45,6.4,6.00,4.86,4.55,12.4
2794,CLE,2021-10-03,0,Sun,4,4,@,MIN,W 14-7,15,33,18,45.5,143,0,0,0.0,0.0,59.5,3,12,8.33,4.3,3.97,4.33,3.97,9.5
2795,HOU,2021-10-03,0,Sun,4,4,@,BUF,L 0-40,11,21,10,52.4,61,0,4,0.0,19.0,23.4,3,26,12.50,2.9,2.54,-5.67,-4.96,5.5
2796,TAM,2021-10-03,0,Sun,4,4,@,NWE,W 19-17,22,43,21,51.2,261,0,0,0.0,0.0,70.8,1,8,2.27,6.1,5.93,6.07,5.93,11.9
2797,JAX,2021-09-30,0,Thu,4,4,@,CIN,L 21-24,17,24,7,70.8,202,0,0,0.0,0.0,96.5,1,2,4.00,8.4,8.08,8.42,8.08,11.9
2798,CHI,2021-09-26,0,Sun,3,3,@,CLE,L 6-26,6,20,14,30.0,1,0,0,0.0,0.0,41.2,9,67,31.03,0.1,0.03,0.05,0.03,0.2
2799,IND,2021-09-26,0,Sun,3,3,@,TEN,L 16-25,19,37,18,51.4,178,0,0,0.0,0.0,66.7,2,16,5.13,4.8,4.56,4.81,4.56,9.4
2800,ARI,2021-09-26,0,Sun,3,3,@,JAX,W 31-19,28,34,6,82.4,316,0,1,0.0,2.9,93.1,0,0,0.00,9.3,9.29,7.97,7.97,11.3
2801,MIA,2021-09-26,0,Sun,3,3,@,LVR,L 28-31 (OT),32,49,17,65.3,197,0,0,0.0,0.0,74.8,2,18,3.92,4.0,3.86,4.02,3.86,6.2
2802,IND,2021-09-26,0,Sun,3,3,@,TEN,L 16-25,19,37,18,51.4,178,0,0,0.0,0.0,66.7,2,16,5.13,4.8,4.56,4.81,4.56,9.4
2803,CAR,2021-09-23,0,Thu,3,3,@,HOU,W 24-9,23,34,11,67.6,290,0,0,0.0,0.0,95.7,3,14,8.11,8.5,7.84,8.53,7.84,12.6
2804,NWE,2021-09-19,0,Sun,2,2,@,NYJ,W 25-6,22,30,8,73.3,159,0,0,0.0,0.0,89.0,3,27,9.09,5.3,4.82,5.30,4.82,7.2
2805,TEN,2021-09-19,0,Sun,2,2,@,SEA,W 33-30 (OT),27,40,13,67.5,320,0,0,0.0,0.0,94.5,3,27,6.98,8.0,7.44,8.00,7.44,11.9
2806,NOR,2021-09-19,0,Sun,2,2,@,CAR,L 7-26,11,22,11,50.0,80,0,2,0.0,9.1,26.9,4,31,15.38,3.6,3.08,-0.45,-0.38,7.3
2807,DAL,2021-09-19,0,Sun,2,2,@,LAC,W 20-17,23,27,4,85.2,221,0,1,0.0,3.7,87.8,2,16,6.90,8.2,7.62,6.52,6.07,9.6
2808,GNB,2021-09-12,0,Sun,1,1,@,NOR,L 3-38,20,35,15,57.1,186,0,2,0.0,5.7,49.8,2,15,5.41,5.3,5.03,2.74,2.59,9.3
2809,CLE,2021-09-12,0,Sun,1,1,@,KAN,L 29-33,21,28,7,75.0,304,0,1,0.0,3.6,97.5,2,17,6.67,10.9,10.13,9.25,8.63,14.5
2810,CHI,2021-09-12,0,Sun,1,1,@,LAR,L 14-34,29,40,11,72.5,188,0,1,0.0,2.5,74.6,3,28,6.98,4.7,4.37,3.58,3.33,6.5
2811,BAL,2021-01-16,0,Sat,3,19,@,BUF,L 3-17,20,37,17,54.1,190,0,1,0.0,2.7,60.9,4,32,9.76,5.1,4.63,3.92,3.54,9.5
2812,BAL,2021-01-10,0,Sun,1,18,@,TEN,W 20-13,17,24,7,70.8,165,0,1,0.0,4.2,74.8,5,14,17.24,6.9,5.69,5.00,4.14,9.7
2813,DAL,2021-01-03,0,Sun,16,17,@,NYG,L 19-23,29,47,18,61.7,199,0,1,0.0,2.1,66.3,6,45,11.32,4.2,3.75,3.28,2.91,6.9
2814,DEN,2020-12-27,0,Sun,15,16,@,LAC,L 16-19,24,47,23,51.1,263,0,2,0.0,4.3,50.3,2,1,4.08,5.6,5.37,3.68,3.53,11.0
2815,LAR,2020-12-27,0,Sun,15,16,@,SEA,L 9-20,24,43,19,55.8,216,0,1,0.0,2.3,61.6,3,18,6.52,5.0,4.70,3.98,3.72,9.0
2816,CLE,2020-12-27,0,Sun,15,16,@,NYJ,L 16-23,28,53,25,52.8,254,0,0,0.0,0.0,68.5,4,31,7.02,4.8,4.46,4.79,4.46,9.1
2817,NWE,2020-12-20,0,Sun,14,15,@,MIA,L 12-22,17,27,10,63.0,186,0,0,0.0,0.0,86.8,3,23,10.00,6.9,6.20,6.89,6.20,10.9
2818,CAR,2020-12-19,0,Sat,14,15,@,GNB,L 16-24,21,35,14,60.0,249,0,0,0.0,0.0,82.8,3,9,7.89,7.1,6.55,7.11,6.55,11.9
2819,NYJ,2020-12-13,0,Sun,13,14,@,SEA,L 3-40,14,26,12,53.8,116,0,0,0.0,0.0,68.1,3,16,10.34,4.5,4.00,4.46,4.00,8.3
2820,WAS,2020-12-13,0,Sun,13,14,@,SFO,W 23-15,15,32,17,46.9,95,0,1,0.0,3.1,42.2,2,13,5.88,3.0,2.79,1.56,1.47,6.3
2821,NWE,2020-12-10,0,Thu,13,14,@,LAR,L 3-24,14,23,9,60.9,113,0,1,0.0,4.3,61.1,6,33,20.69,4.9,3.90,2.96,2.34,8.1
2822,ARI,2020-11-29,0,Sun,11,12,@,NWE,L 17-20,23,34,11,67.6,160,0,1,0.0,2.9,67.0,2,10,5.56,4.7,4.44,3.38,3.19,7.0
2823,NYG,2020-11-29,0,Sun,11,12,@,CIN,W 19-17,22,38,16,57.9,244,0,0,0.0,0.0,77.1,0,0,0.00,6.4,6.42,6.42,6.42,11.1
2824,NOR,2020-11-29,0,Sun,11,12,@,DEN,W 31-3,9,16,7,56.3,63,0,1,0.0,6.3,43.2,3,15,15.79,3.9,3.32,1.13,0.95,7.0
2825,LVR,2020-11-29,0,Sun,11,12,@,ATL,L 6-43,25,39,14,64.1,203,0,1,0.0,2.6,70.5,5,37,11.36,5.2,4.61,4.05,3.59,8.1
2826,SFO,2020-11-29,0,Sun,11,12,@,LAR,W 23-20,24,35,11,68.6,233,0,1,0.0,2.9,77.3,2,19,5.41,6.7,6.30,5.37,5.08,9.7
2827,ATL,2020-11-22,0,Sun,10,11,@,NOR,L 9-24,19,37,18,51.4,196,0,2,0.0,5.4,48.5,8,36,17.78,5.3,4.36,2.86,2.36,10.3
2828,DET,2020-11-22,0,Sun,10,11,@,CAR,L 0-20,18,33,15,54.5,145,0,0,0.0,0.0,70.0,5,33,13.16,4.4,3.82,4.39,3.82,8.1
2829,SEA,2020-11-15,0,Sun,9,10,@,LAR,L 16-23,22,37,15,59.5,220,0,2,0.0,5.4,57.0,6,28,13.95,5.9,5.12,3.51,3.02,10.0
2830,WAS,2020-11-15,0,Sun,9,10,@,DET,L 27-30,38,55,17,69.1,375,0,0,0.0,0.0,89.2,2,15,3.51,6.8,6.58,6.82,6.58,9.9
2831,PHI,2020-11-15,0,Sun,9,10,@,NYG,L 17-27,21,37,16,56.8,190,0,0,0.0,0.0,72.8,3,18,7.50,5.1,4.75,5.14,4.75,9.0
2832,NWE,2020-11-09,0,Mon,8,9,@,NYJ,W 30-27,27,35,8,77.1,274,0,0,0.0,0.0,99.0,0,0,0.00,7.8,7.83,7.83,7.83,10.1
2833,BAL,2020-11-08,0,Sun,8,9,@,IND,W 24-10,19,23,4,82.6,156,0,0,0.0,0.0,97.5,2,14,8.00,6.8,6.24,6.78,6.24,8.2
2834,NYJ,2020-11-01,0,Sun,8,8,@,KAN,L 9-35,18,30,12,60.0,128,0,0,0.0,0.0,70.6,1,5,3.23,4.3,4.13,4.27,4.13,7.1
2835,NWE,2020-11-01,0,Sun,7,8,@,BUF,L 21-24,15,25,10,60.0,161,0,0,0.0,0.0,81.1,2,13,7.41,6.4,5.96,6.44,5.96,10.7
2836,DAL,2020-11-01,0,Sun,8,8,@,PHI,L 9-23,21,40,19,52.5,132,0,0,0.0,0.0,64.6,4,48,9.09,3.3,3.00,3.30,3.00,6.3
2837,ATL,2020-10-29,0,Thu,8,8,@,CAR,W 25-17,21,30,9,70.0,270,0,1,0.0,3.3,85.6,2,11,6.25,9.0,8.44,7.50,7.03,12.9
2838,CHI,2020-10-26,0,Mon,7,7,@,LAR,L 10-24,28,40,12,70.0,230,0,2,0.0,5.0,66.8,4,31,9.09,5.8,5.23,3.50,3.18,8.2
2839,BUF,2020-10-25,0,Sun,7,7,@,NYJ,W 18-10,30,43,13,69.8,296,0,0,0.0,0.0,90.0,2,11,4.44,6.9,6.58,6.88,6.58,9.9
2840,DAL,2020-10-25,0,Sun,7,7,@,WAS,L 3-25,11,22,11,50.0,59,0,1,0.0,4.5,46.4,6,55,21.43,2.7,2.11,0.64,0.50,5.4
2841,SFO,2020-10-25,0,Sun,7,7,@,NWE,W 33-6,20,25,5,80.0,270,0,2,0.0,8.0,79.5,1,7,3.85,10.8,10.38,7.20,6.92,13.5
2842,CIN,2020-10-18,0,Sun,6,6,@,IND,L 27-31,25,39,14,64.1,300,0,1,0.0,2.6,78.3,2,13,4.88,7.7,7.32,6.54,6.22,12.0
2843,NYJ,2020-10-18,0,Sun,6,6,@,MIA,L 0-24,21,44,23,47.7,148,0,1,0.0,2.3,50.0,3,38,6.38,3.4,3.15,2.34,2.19,7.0
2844,GNB,2020-10-18,0,Sun,5,6,@,TAM,L 10-38,16,35,19,45.7,107,0,2,0.0,5.7,35.4,5,53,12.50,3.1,2.68,0.49,0.43,6.7
2845,DEN,2020-10-18,0,Sun,5,6,@,NWE,W 18-12,10,24,14,41.7,164,0,2,0.0,8.3,34.9,2,25,7.69,6.8,6.31,3.08,2.85,16.4
2846,CIN,2020-10-11,0,Sun,5,5,@,BAL,L 3-27,19,30,11,63.3,135,0,1,0.0,3.3,66.4,7,48,18.92,4.5,3.65,3.00,2.43,7.1
2847,NYG,2020-10-11,0,Sun,5,5,@,DAL,L 34-37,20,33,13,60.6,211,0,0,0.0,0.0,80.6,2,11,5.71,6.4,6.03,6.39,6.03,10.6
2848,IND,2020-10-11,0,Sun,5,5,@,CLE,L 23-32,21,33,12,63.6,240,0,2,0.0,6.1,60.5,1,3,2.94,7.3,7.06,4.55,4.41,11.4
2849,ATL,2020-10-05,0,Mon,4,4,@,GNB,L 16-30,28,39,11,71.8,249,0,0,0.0,0.0,92.4,4,36,9.30,6.4,5.79,6.38,5.79,8.9
2850,NYG,2020-10-04,0,Sun,4,4,@,LAR,L 9-17,23,36,13,63.9,159,0,1,0.0,2.8,65.7,5,31,12.20,4.4,3.88,3.17,2.78,6.9
2851,TEN,2020-09-27,0,Sun,3,3,@,MIN,W 31-30,23,37,14,62.2,310,0,1,0.0,2.7,78.8,2,11,5.13,8.4,7.95,7.16,6.79,13.5
2852,CAR,2020-09-20,0,Sun,2,2,@,TAM,L 17-31,33,42,9,78.6,340,0,2,0.0,4.8,83.2,5,27,10.64,8.1,7.23,5.95,5.32,10.3
2853,MIN,2020-09-20,0,Sun,2,2,@,IND,L 11-28,11,26,15,42.3,95,0,3,0.0,11.5,15.9,3,18,10.34,3.7,3.28,-1.54,-1.38,8.6
2854,NYG,2020-09-20,0,Sun,2,2,@,CHI,L 13-17,25,40,15,62.5,220,0,1,0.0,2.5,68.9,4,21,9.09,5.5,5.00,4.38,3.98,8.8
2855,LAC,2020-09-13,0,Sun,1,1,@,CIN,W 16-13,16,30,14,53.3,207,0,0,0.0,0.0,75.4,2,1,6.25,6.9,6.47,6.90,6.47,12.9
2856,MIA,2020-09-13,0,Sun,1,1,@,NWE,L 11-21,20,30,10,66.7,182,0,3,0.0,10.0,44.6,1,9,3.23,6.1,5.87,1.57,1.52,9.1
2857,IND,2019-12-29,0,Sun,16,17,@,JAX,L 20-38,12,25,13,48.0,143,0,0,0.0,0.0,69.1,3,19,10.71,5.7,5.11,5.72,5.11,11.9
2858,SFO,2019-12-29,0,Sun,16,17,@,SEA,W 26-21,18,22,4,81.8,270,0,0,0.0,0.0,118.7,2,15,8.33,12.3,11.25,12.27,11.25,15.0
2859,PIT,2019-12-29,0,Sun,16,17,@,BAL,L 10-28,9,25,16,36.0,77,0,0,0.0,0.0,47.9,2,18,7.41,3.1,2.85,3.08,2.85,8.6
2860,CHI,2019-12-29,0,Sun,16,17,@,MIN,W 21-19,26,37,11,70.3,179,0,0,0.0,0.0,84.0,4,28,9.76,4.8,4.37,4.84,4.37,6.9
2861,GNB,2019-12-23,0,Mon,15,16,@,MIN,W 23-10,26,40,14,65.0,199,0,1,0.0,2.5,68.3,3,17,6.98,5.0,4.63,3.85,3.58,7.7
